,Year,Company Name,Country,Industry (Exiobase),Environmental Intensity (Sales),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity (Drinking water & Irrigation Water),Wood Production Capacity,Macro Industry,CompanySymbol,TotalEsgScore,EnvironmentRiskScore,SocialRiskScore,GovernanceRiskScore,EsgRatingYear
86,2019,CREST NICHOLSON HOLDINGS PLC,United Kingdom Of Great Britain And Northern Ireland,Construction (45),-0.0015918855371580367,-2237286.874259094,-2138328.1424243995,-598.3291873080273,-28581.119540748245,-6656.01091983458,-99.66004909113076,-777.8679561126654,-62525.09144355564,279.34726195741814,Construction (45),CRST.L,,,,,
87,2019,REDROW PLC,United Kingdom Of Great Britain And Northern Ireland,Construction (45),-0.0014866045009293194,-3984415.222644773,-3896636.032745885,-1099.589946817621,-52094.890459197704,-12128.156156634317,-182.51219963375945,-1483.4236237602665,-21323.343310793796,532.7257979506767,Construction (45),RDW.L,,,,,
88,2019,MORGAN SINDALL GROUP PLC,United Kingdom Of Great Britain And Northern Ireland,Construction (45),-0.001403165350225985,-5715572.354020214,-5589538.931264315,-1595.0992899027024,-74750.76155742443,-17395.400239700266,-263.53980844362644,-2254.4827612348918,-30583.766982089866,809.6278828973251,Construction (45),MGNS.L,,,,,
89,2019,BARRATT DEVELOPMENTS PLC,United Kingdom Of Great Britain And Northern Ireland,Construction (45),-0.0013423325361046914,-8113814.923767118,-7934765.46264096,-2284.7533910930733,-106140.75719586761,-24691.92709620543,-376.10276601258386,-3345.499920502875,-43411.853770042144,1201.4330135690511,Construction (45),BDEV.L,11.36,4.25,3.81,3.3,2022.0
90,2019,TAYLOR WIMPEY PLC,United Kingdom Of Great Britain And Northern Ireland,Construction (45),-0.0013091910613368815,-7537920.2095219325,-7173996.496872432,-2088.4612176447945,-95993.78700409498,-22322.132549119364,-342.26272224251267,-3186.7247122836256,-241134.75824338838,1144.4137992740968,Construction (45),TW.L,12.53,4.69,3.87,3.98,2022.0
91,2019,COUNTRYSIDE PARTNERSHIPS PLC,United Kingdom Of Great Britain And Northern Ireland,Construction (45),-0.001289306203429725,-1959457.913929817,-1916187.7014647298,-556.4228927016832,-25638.286484555883,-5962.430304154906,-91.28161322575154,-841.154768595733,-10482.71116871198,302.074766858773,Construction (45),6CO.SG,,,,,
92,2019,VISTRY GROUP PLC,United Kingdom Of Great Britain And Northern Ireland,Construction (45),-0.0010988759237246463,-1647975.431802462,-1611471.4682126031,-485.17596039654023,-21583.6333880639,-5012.4673740217695,-78.44661493895408,-830.0382735262291,-8812.284599755756,298.0826208450101,Construction (45),VTY.L,,,,,
93,2019,JM AB,Sweden,Construction (45),-0.000991929882267519,-1653009.487743765,-1589156.5948416211,-355.3876051476844,-19798.962173738088,-4552.192766446251,-62.86021085235772,-47.704067980527064,-38969.75195197156,-66.03412600717407,Construction (45),JM.ST,,,,,
94,2019,JKX OIL & GAS PLC,United Kingdom Of Great Britain And Northern Ireland,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.8247357936173715,-87002203.60449013,-85104051.40338637,-20231.38305209607,-1137935.6470334658,-265153.65026345366,-3627.1616327830748,-7412.299949267073,-466239.768471383,2447.709298695766,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",@JKX OIL & GAS PLC,,,,,
95,2019,SBM OFFSHORE NV,Netherlands,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.45489842765808536,-1547148673.7299268,-1513201874.5027714,-419659.76295131916,-20449180.295393456,-4777855.262221852,-71704.10187346514,-4365.920763763797,-8456059.948520718,232026.0645698584,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",SBFFY,,,,,
96,2019,ENERGEAN PLC,United Kingdom Of Great Britain And Northern Ireland,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.2269477826778991,-17824251.90373952,-10505164.059195764,-11612.143346286064,-79147.4474331786,-22911.101493100785,-649.6546850975118,-5518.524098885087,-7200185.282042031,936.3085548327103,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",ENOG.L,,,,,
97,2019,OMV PETROM,Romania,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.21822887019653278,-1302486354.4935346,-1257222571.0498953,-326503.77615863323,-16640519.739715336,-3865870.8459039726,-55501.329488719784,-777770.9484905244,-23682265.556935087,84648.75305298093,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",PETB.IL,,,,,
98,2019,TULLOW OIL PLC,United Kingdom Of Great Britain And Northern Ireland,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.20712199703001047,-370508734.533155,-351971878.0463549,-93534.9016340075,-4784217.362004709,-1093967.3797674235,-16091.36319057443,-125692.62665200594,-12464859.405247763,41506.551696417984,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",TLW.L,,,,,
99,2019,NOSTRUM OIL & GAS PLC,United Kingdom Of Great Britain And Northern Ireland,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.18993524418075924,-63436852.07442014,-62025861.76146416,-16619.841036303664,-844174.5677237399,-192746.4592611144,-2850.8002974768783,-23467.868203501803,-338880.39795687154,7749.621523068284,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",NOG.L,,,,,
100,2019,ENI SPA,Italy,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.187077543892637,-14656064675.447851,-11212406224.238163,-3153534.329421613,-150904942.0200229,-35171862.221485205,-527716.22632713,-730581.081717767,-3254769531.9946136,1599716.6639049114,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",E,,,,,
101,2019,INA-INDUSTRIJA NAFTE DD,Croatia,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.13797039610682124,-469621702.6828526,-447767597.98409724,-125374.75174632983,-6317651.090210768,-1329005.796350362,-20319.46466499792,-10172.83070063039,-14112672.590006841,61091.82492454455,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",@INA-INDUSTRIJA NAFTE DD,,,,,
102,2019,OMV AG,Austria,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.12988720369273937,-3416248810.102768,-3170206870.7370567,-807415.1850494146,-42540550.43297409,-9876927.652328808,-140307.3520301754,-244583.64791441755,-192660441.01343703,228285.91802370452,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",OMV.VI,27.4,12.39,6.88,8.14,2022.0
103,2019,VALLOUREC SA,France,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.09366790168963719,-438203453.4338739,-415220816.52396727,-89911.22826741141,-4858891.036652965,-1133531.2242990958,-15943.492652703995,-365561.91335453663,-16489477.8707563,-29320.143923599655,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",VLOWY,,,,,
104,2019,TOTALENERGIES SE,France,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.08356930501477658,-14772813803.515324,-14478449101.238953,-3769053.596208241,-169082299.63649344,-38943242.22268076,-606970.3315273017,-13813138.64387215,-68456247.00345339,306249.1578684019,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",TTE,,,,,
105,2019,SHELL PLC,United Kingdom Of Great Britain And Northern Ireland,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.06086376482514084,-21053004126.95172,-20471541690.267082,-6112220.698059584,-274860905.6195506,-64081224.9640995,-983089.8522822327,-444031.2118521076,-238307219.41754532,3326255.0787526844,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",SHEL,,,,,
106,2019,GALP ENERGIA SGPS SA,Portugal,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.05737065365358314,-1089402908.7418032,-975645971.7937399,-256476.00439999998,-12901912.543999998,-3033547.6009999993,-42690.047583,0.0,-97567302.11107984,44991.35999999999,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",GLPEY,,,,,
107,2019,EQUINOR ASA,Norway,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.054823412784661046,-3460540819.7238946,-3376271513.488453,-1164420.2342245462,-47254883.21549276,-10701729.440588608,-186449.6559273567,-345030.8811839859,-25877618.090371363,1260825.2823483967,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",EQNR,,,,,
108,2019,BP PLC,United Kingdom Of Great Britain And Northern Ireland,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.0492823166839959,-14225362395.054758,-13453291830.999243,-4225810.838859358,-183268926.17174435,-42098045.36243256,-682996.2803068938,-20281954.30669838,-524832807.49239606,3319976.3969236426,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",BP,,,,,
109,2019,MOL HUNGARIAN OIL,Hungary,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.014830920458687086,-264794694.64294565,-288144595.34304476,-153428.59578956157,-3776323.518803686,-839608.9293759522,-18447.975204461356,-25742.81383843474,28002935.44204553,160517.0910658154,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",MOL.BD,26.12,10.77,6.38,8.97,2022.0
110,2019,SUBSEA 7 SA,Luxembourg,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.009822546484468423,36023953.49067231,35721050.429050244,-40852.84752020569,176140.6175309279,99352.1685656425,-4091.423784781889,-257694.32623387978,175807.77136251458,154241.10170187615,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",SOC.SG,,,,,
111,2019,PROSAFE SE,Norway,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.35825574346443156,81020969.40745506,79360217.5749613,-6690.578118976012,964340.2019283728,227852.42495451917,452.8845569453144,-1236.1874536405928,401159.632044181,74873.45458235672,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",PRS.OL,,,,,
112,2019,SARAS RAFFINERIE SARDE SPA,Italy,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",-0.25240859589006565,-2693224706.5979934,-2439406976.8984656,-500012.7352607595,-35856199.41255594,-6779236.853319831,-95085.3603924123,-1166390.4007356449,-209512486.7802093,91681.8429464805,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",@SARAS RAFFINERIE SARDE SPA,,,,,
113,2019,NESTE OYJ,Finland,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",-0.032422227723970146,-578840483.5793561,-563831188.5834434,-166740.47978234483,-7466556.348404414,-1727525.0014786203,-25513.243530951728,0.0,-5668875.762716252,45915.840000000004,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",NESTE.HE,20.3,11.2,4.84,4.26,2022.0
114,2019,IMMOBILIARE GRANDE DISTRIBUZ,Italy,"Financial intermediation, except insurance and pension funding (65)",-0.12209102881436476,-22180155.11367683,-9538568.791596664,-2501.981602251337,-124363.6440571103,-28996.337738757848,-431.9894895310217,-2588.0868622451035,-12483690.133740135,985.8514098643238,"Financial intermediation, except insurance and pension funding (65)",IGD.MI,,,,,
115,2019,HAMMERSON PLC,United Kingdom Of Great Britain And Northern Ireland,"Financial intermediation, except insurance and pension funding (65)",-0.09968224080294127,-8156997.764904684,-7328692.165720263,-1679.6254013249948,-97471.31607417694,-22851.661584597714,-305.385573142516,-50.54108927842076,-705956.2494427847,9.179980885597278,"Financial intermediation, except insurance and pension funding (65)",HMSO.L,9.81,2.64,3.79,3.38,2022.0
116,2019,UNITE GROUP PLC,United Kingdom Of Great Britain And Northern Ireland,"Financial intermediation, except insurance and pension funding (65)",-0.08037340797527634,-15872140.606957572,-11285151.272626977,-2589.5733844025413,-150093.98204287502,-35188.58378548647,-470.5622071292199,-121.97060137727645,-4398546.816319163,22.15400984098436,"Financial intermediation, except insurance and pension funding (65)",UTG.L,,,,,
117,2019,MERLIN PROPERTIES SOCIMI SA,Spain,"Financial intermediation, except insurance and pension funding (65)",-0.06381397151765998,-36832850.034249686,-7940528.721090174,-1846.9737167336334,-105670.35489211728,-24766.404112573637,-333.8171784670235,-343.13817352565104,-28759448.342662435,87.71757633871215,"Financial intermediation, except insurance and pension funding (65)",0QVM.IL,,,,,
118,2019,MCKAY SECURITIES PLC,United Kingdom Of Great Britain And Northern Ireland,"Financial intermediation, except insurance and pension funding (65)",-0.022655523429906104,-750758.7354202284,-734445.2690706864,-169.43584536120827,-9768.76163585574,-2290.168084643765,-30.71292858825241,-20.467195606847213,-4037.6381983665065,3.7175388804463223,"Financial intermediation, except insurance and pension funding (65)",@MCKAY SECURITIES PLC,,,,,
119,2019,KLEPIERRE,France,"Financial intermediation, except insurance and pension funding (65)",-0.021314767955455168,-36956866.19678141,-21573093.39732192,-6255.185645610678,-279179.7651127683,-65221.592396695305,-1039.9413765852494,-9212.459791784779,-15026746.025642721,3882.170506688628,"Financial intermediation, except insurance and pension funding (65)",LI.PA,10.48,3.32,2.36,4.81,2022.0
120,2019,WORKSPACE GROUP PLC,United Kingdom Of Great Britain And Northern Ireland,"Financial intermediation, except insurance and pension funding (65)",-0.01847505746867307,-3798582.665903995,-3154395.4352014987,-730.5381404084916,-41957.90274597609,-9836.347729424402,-132.1858902959812,-126.9895050981178,-591426.3323047595,23.06561346650512,"Financial intermediation, except insurance and pension funding (65)",WKP.L,,,,,
121,2019,BEFIMMO SA,Belgium,"Financial intermediation, except insurance and pension funding (65)",-0.017377067531729747,-3803214.5082644993,-3335707.5685085794,-773.1916108125718,-44376.875229998725,-10402.70210967185,-139.92934273459747,-139.22803727795775,-411703.74213236145,28.728706939226857,"Financial intermediation, except insurance and pension funding (65)",BEFB.BR,,,,,
122,2019,COFINIMMO SA,Belgium,"Financial intermediation, except insurance and pension funding (65)",-0.016355043653325678,-4664540.22514675,-4361975.500425762,-1011.0256096299051,-58029.86022776512,-13603.2024780492,-182.97520818425988,-181.4301683778965,-229593.66784299468,37.43681401510618,"Financial intermediation, except insurance and pension funding (65)",COFB.BR,,,,,
123,2019,UNIBAIL RODAMCO WESTFIELD,France,"Financial intermediation, except insurance and pension funding (65)",-0.015929615778263025,-61250647.0366836,-50885808.194574006,-14567.975284187223,-659610.4198459631,-154130.83239757005,-2432.9292255568457,-20429.910163666897,-9522276.027931241,8609.252738602212,"Financial intermediation, except insurance and pension funding (65)",URW.AS,4.67,0.05,1.14,3.49,2022.0
124,2019,LAND SECURITIES GROUP PLC,United Kingdom Of Great Britain And Northern Ireland,"Financial intermediation, except insurance and pension funding (65)",-0.014954341618763562,-14622878.636783669,-12861180.817787644,-2984.791130952294,-171075.56285142127,-40105.49592214482,-539.5598516944534,-603.945326097575,-1546498.160927147,109.69701343355754,"Financial intermediation, except insurance and pension funding (65)",LAND.L,8.52,2.76,1.67,4.09,2022.0
125,2019,GREAT PORTLAND ESTATES PLC,United Kingdom Of Great Britain And Northern Ireland,"Financial intermediation, except insurance and pension funding (65)",-0.012624863977219784,-1911013.0353677815,-1869428.492914524,-434.2642591514497,-24866.823743872526,-5829.540479933671,-78.46762782359161,-93.49082418410453,-10298.936631901137,16.98111360958052,"Financial intermediation, except insurance and pension funding (65)",GPE.L,,,,,
126,2019,NEWRIVER REIT PLC,United Kingdom Of Great Britain And Northern Ireland,"Financial intermediation, except insurance and pension funding (65)",-0.012410054209446363,-2043526.3965069042,-1809088.6709647852,-421.0583622190261,-24064.681091280618,-5641.443425747926,-76.0141760573589,-101.70413721385448,-204151.29728021822,18.472930618216385,"Financial intermediation, except insurance and pension funding (65)",NRR.L,,,,,
